Frame ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Frame Number,Frame Date,Listed,Materials,Maker,Maker Uncertain,Trusses,Layout,Resultant Layout,Num Extensions
1365,Canterbury,Cath & Metropolitical Ch of Christ,Kent,12513,TR150579,51.27968,1.08182,5,1981,,steel,Whitechapel Bell Foundry,,8.1.A.b,,,0
1364,Canterbury,Cath & Metropolitical Ch of Christ,Kent,12513,TR150579,51.27968,1.08182,4,1981,,steel,Whitechapel Bell Foundry,,8.1.B.c,,,0
1363,Canterbury,Cath & Metropolitical Ch of Christ,Kent,12513,TR150579,51.27968,1.08182,2,1981,,steel,Whitechapel Bell Foundry,,8.1.B.a,,,0
1362,Canterbury,Cath & Metropolitical Ch of Christ,Kent,12513,TR150579,51.27968,1.08182,1,1981,,steel,Whitechapel Bell Foundry,,8.1.F.e,,,0
1367,Canterbury,S Alphege,Kent,12146,TR149580,51.28073,1.08078,1,1888,,timber,Samuel Goslin,,6.A,6.1,,0
1369,Canterbury,S Dunstan,Kent,10102,TR142583,51.28376,1.07062,2,1936,,,Mears & Stainbank,,,,,0
1368,Canterbury,S Dunstan,Kent,10102,TR142583,51.28376,1.07062,1,1936,,,Mears & Stainbank,,,,,0
1370,Canterbury,"S Stephen, Hackington",Kent,13702,TR148591,51.29110,1.07956,1,1902,,,Mears & Stainbank,,,,,0
1374,Cape Town,Cath Ch of S George,"Western Cape, South Africa",13736,,-33.92476,18.41906,1,1962,,cast iron,Mears & Stainbank,,8.3.A.h,10.X,,0
1375,Cape Town,"S Mary, Woodstock","Western Cape, South Africa",12079,,-33.92664,18.44655,1,c1901,,composite,James Barwell,,,,,0
1376,Capel,S John Bapt,Surrey,13087,TQ175407,51.15395,-0.32067,1,1951,,cast iron,Mears & Stainbank,,,,,0
1377,Capenhurst,Holy Trinity,Cheshire,15547,SJ367737,53.25733,-2.94907,1,c1857,,oak,,,10,6.4,,0
1378,Car Colston,S Mary,Nottinghamshire,13159,SK720430,52.97984,-0.92821,1,,,timber,,,6.A;6.B,4.1,6.16R,1
8992,Car Colston,S Mary,Nottinghamshire,13159,SK720430,52.97984,-0.92821,1.1,2023,,steel,John Taylor & Co,,8.1.B.a,2.X1,,
8430,Carbrooke,S Peter & S Paul,Norfolk,13464,TF949022,52.58283,0.87632,1,,,oak,,,,6.8,,0
1380,Cardiff,S John Bapt,"Cardiff, South Glamorgan, Wales",12372,ST182764,51.48064,-3.17854,2A,1893,,cast iron,John Taylor & Co,,,,,0
1381,Cardiff,S John Bapt,"Cardiff, South Glamorgan, Wales",12372,ST182764,51.48064,-3.17854,2B,1893,,steel,John Taylor & Co,,,,,0
1379,Cardiff,S John Bapt,"Cardiff, South Glamorgan, Wales",12372,ST182764,51.48064,-3.17854,1,1889,,cast iron,John Taylor & Co,,8.3.C.b,,,0
1382,Cardigan,S Mary,"Ceredigion, Dyfed, Wales",16489,SN180460,52.08277,-4.65639,1,1961,,hardwood,Mears & Stainbank,,6.A,6.1,,0
1383,Cardington,S Mary,Bedfordshire,15847,TL086478,52.11865,-0.41489,1,1898,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
1384,Cardinham,S Mewbred,Cornwall,15289,SX122686,50.48790,-4.64756,1,1896,,,,,,,,0
1386,Carhampton,S John Bapt,Somerset,14980,ST009426,51.17460,-3.41868,2,c1870,,oak,,,,,,0
1385,Carhampton,S John Bapt,Somerset,14980,ST009426,51.17460,-3.41868,1,c1870,,oak,,,,,,0
1387,Carleton in Craven,S Mary V,North Yorkshire,17517,SD973498,53.94449,-2.04161,1,c1499,Y,timber,,,3.K,,,0
1388,Carleton Rode,All Saints,Norfolk,16340,TM114925,52.48952,1.11344,1,1998,,steel,A E W Baines,,,6,,0
1389,Carleton St Peter,S Peter,Norfolk,10513,TG339022,52.56807,1.45089,1,c1520,Y,timber,,,5.D;5.H,~3.1,,0
1392,Carlisle,Cath Ch of Holy & Undivided Trinity,Cumbria,12329,NY398559,54.89465,-2.93877,2,2005,,steel,John Taylor & Co,,8.1.F,,,0
1390,Carlisle,Cath Ch of Holy & Undivided Trinity,Cumbria,12329,NY398559,54.89465,-2.93877,1,1999,,cast iron,John Taylor & Co,,8.3.A.h,,,1
1391,Carlisle,Cath Ch of Holy & Undivided Trinity,Cumbria,12329,NY398559,54.89465,-2.93877,1.1,1999,,steel,John Taylor & Co,,8.1.A.b,4,,
8351,Carlisle,S Aidan,Cumbria,18973,NY410559,54.89466,-2.92047,9,c1902,,stone,,,9.A,2.X1,,0
8350,Carlisle,S Aidan,Cumbria,18973,NY410559,54.89466,-2.92047,1,,,steel,,,8.1.A,,,0
1395,Carlton,S Mary,Bedfordshire,15609,SP951548,52.18371,-0.60946,3,1998,,cast iron,John Taylor & Co,,8.3.A.h,1,,0
1394,Carlton,S Mary,Bedfordshire,15609,SP951548,52.18371,-0.60946,2,1994,,cast iron,John Taylor & Co,,8.3.A.h,1,,0
1393,Carlton,S Mary,Bedfordshire,15609,SP951548,52.18371,-0.60946,1,1920,,steel,Gillett & Johnston,,8.1.B.b,4.X12,,0
1396,Carlton,S Andrew,Leicestershire,10800,SK396049,52.64115,-1.41564,1,1868,,timber,John Taylor & Co,,6.A,4.2,,0
1397,Carlton,S Peter,Suffolk,12652,TM382640,52.22279,1.48632,1,c1598,,oak,,,6.D,4.2,,0
7853,Carlton Curlieu,S Mary V,Leicestershire,16484,SP693972,52.56869,-0.97827,1,c1799,,oak,,,6.A,3.1,,0
1398,Carlton in Cleveland,S Botolph,North Yorkshire,11830,NZ506045,54.43374,-1.22041,1,1908,,cast iron,John Taylor & Co,,8.3.C,8.3,,0
1399,Carlton in Lindrick,S John Ev,Nottinghamshire,12539,SK588839,53.34875,-1.11792,1,1634,,timber,,,6.D,3.1,,0
1400,Carlton juxta Snaith,S Mary,North Yorkshire,14189,SE647240,53.70881,-1.02117,1,1946,,cast iron,John Taylor & Co,,8.3.C.e,6.14,,0
1401,Carlton le Moorland,S Mary,Lincolnshire,11863,SK907578,53.11055,-0.64505,1,1848,,oak,,,6.A,3.1,,0
1402,Carlton Scroop,S Nicholas,Lincolnshire,17435,SK947450,52.99403,-0.58978,1,1822,,timber,James III Harrison,,6.B,3.1,,0
8522,Carmarthen,S Peter,"Carmarthenshire, Dyfed, Wales",15084,SN415202,51.85799,-4.30301,1,1976,,cast iron,John Taylor & Co (Bellfounders) Ltd,,8.3.A.h,8.3,,0
1403,Carno,S John Bapt,"Powys, Wales",16217,SN963964,52.55617,-3.53074,1,,,timber,,,,,,0
8012,Carrickfergus,S Nicholas,"Antrim, Northern Ireland",16838,J413874,54.71479,-5.80796,9,,,,,,,,,0
1404,Carrickfergus,S Nicholas,"Antrim, Northern Ireland",16838,J413874,54.71479,-5.80796,1,1920,,cast iron,Gillett & Johnston,,8.3.C.e,8.3,,0
1405,Carshalton,All Saints,Greater London,16335,TQ279644,51.36487,-0.16286,1,1979,,,Whitechapel Bell Foundry,,,,,0
1406,Cartmel,Priory Ch of S Mary V,Cumbria,13233,SD379787,54.20114,-2.95235,1,1988,,cast iron;steel,Eayre & Smith,,,,,0
1407,Cassington,S Peter,Oxfordshire,15028,SP454106,51.79226,-1.34202,1,1913,,wrought iron,Webb and Bennett,,8.1.C.b,6.1,,0
1408,Casterton,Holy Trinity,Cumbria,13290,SD624796,54.21146,-2.57728,1,1845,,timber,C & G Mears,,6.A,3.3,,1
1409,Casterton,Holy Trinity,Cumbria,13290,SD624796,54.21146,-2.57728,1.1,c1907,,timber,Mears & Stainbank,,,,,
8432,Castle Acre,S James,Norfolk,16668,TF815150,52.70229,0.68592,2,c1499,,oak,,,,,,0
8431,Castle Acre,S James,Norfolk,16668,TF815150,52.70229,0.68592,1,1952,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
1410,Castle Ashby,S Mary Magd,Northamptonshire,13914,SP863591,52.22365,-0.73728,1,1903,,metal,John Taylor & Co,,,,,0
1411,Castle Bromwich,S Mary & S Margaret,West Midlands,12410,SP142898,52.50640,-1.79179,1,2017,,cast iron,John Taylor & Co,,8.3.A.h,8,,0
1414,Castle Bytham,S James,Lincolnshire,14715,SK988183,52.75379,-0.53677,1,1900,,composite,John Taylor & Co,,7.A.a,,,0
1416,Castle Cary,All Saints,Somerset,14540,ST639320,51.08667,-2.51670,2,1929,,steel,Mears & Stainbank,,,,,0
1415,Castle Cary,All Saints,Somerset,14540,ST639320,51.08667,-2.51670,1,1903,,cast iron,John Taylor & Co,,8.3.C.e,,,0
8685,Castle Donington,S Edward K&M,Leicestershire,15747,SK446273,52.84159,-1.33800,2,1976,,cast iron,John Taylor & Co,,8.3.A.h,1,,0
8684,Castle Donington,S Edward K&M,Leicestershire,15747,SK446273,52.84159,-1.33800,1,1976,,cast iron,John Taylor & Co,,8.3.C.e,5.1,,0
1418,Castle Eaton,S Mary V,Wiltshire,16619,SU146959,51.66236,-1.78996,2,1899,,metal,Henry Bond,,,,,0
1417,Castle Eaton,S Mary V,Wiltshire,16619,SU146959,51.66236,-1.78996,1,1899,,metal,Henry Bond,,8.1.A,6.4,,0
1419,Castle Frome,S Michael,Herefordshire,17157,SO667458,52.11010,-2.48693,1,,,deal,,,,,,0
8013,Castle Hedingham,S Nicholas,Essex,11865,TL784356,51.99020,0.59760,9,,,,,,9,1,,0
1420,Castle Hedingham,S Nicholas,Essex,11865,TL784356,51.99020,0.59760,1,c1499,Y,oak,,,5.A;5.R,5.3R,~6.12,1
1421,Castle Hedingham,S Nicholas,Essex,11865,TL784356,51.99020,0.59760,1.1,1914,,cast iron,John Taylor & Co,,8.3.A.h,1,,
1422,Castlemorton,S Gregory,Worcestershire,12805,SO794372,52.03332,-2.30051,1,c1699,,timber,,,,~6.7,,0
1424,Castleton,S Edmund,Derbyshire,13911,SK150829,53.34282,-1.77598,2,1923,,cast iron,John Taylor & Co,,,,,0
1423,Castleton,S Edmund,Derbyshire,13911,SK150829,53.34282,-1.77598,1,1923,,cast iron,John Taylor & Co,,,,,0
9017,Castletown,S Mary,Isle of Man,19010,SC264675,54.07496,-4.65350,1,,,stone,,,9.A,1,,0
1425,Caston,S Cross,Norfolk,13633,TL959975,52.54031,0.88759,1,c1699,,timber,,,,6,,0
1426,Castor,S Kyneburgha,Cambridgeshire,14322,TL124985,52.57295,-0.34175,1,1900,,cast iron,John Taylor & Co,,8.3.C.e,6.4,,1
1427,Castor,S Kyneburgha,Cambridgeshire,14322,TL124985,52.57295,-0.34175,1.1,1999,,cast iron,John Taylor & Co,,8.3.C.e,2,,
1429,Caterham,S Mary V,Surrey,15466,TQ336553,51.28200,-0.08539,2,1993,,cast iron,Locally manufactured,,,,,0
1428,Caterham,S Mary V,Surrey,15466,TQ336553,51.28200,-0.08539,1,1993,,cast iron,Locally manufactured,,,,,0
1431,Caterham Valley,S John Ev,Surrey,16667,TQ342553,51.28108,-0.07653,2,,,,,,,,,0
1430,Caterham Valley,S John Ev,Surrey,16667,TQ342553,51.28108,-0.07653,1,,,steel,,,,,,0
8433,Catfield,All Saints,Norfolk,12808,TG381212,52.73631,1.52652,1,,,oak,,,,6,,0
8847,Catford,S Laurence,Greater London,19018,TQ377733,51.44233,-0.01986,1,,,concrete,,,10,,,0
1432,Cathedine,S Michael,"Powys, Wales",16586,SO143251,51.91858,-3.24654,1,c1709,,oak,,,,4.3,,0
1433,Catherington,All Saints,Hampshire,17148,SU696145,50.92589,-1.01052,1,1935,,oak;timber,John Taylor & Co,,,,,0
1435,Catterick,S Anne,North Yorkshire,16908,SE239979,54.37669,-1.63217,2,1893,,timber,Mears & Stainbank,,,,,0
1434,Catterick,S Anne,North Yorkshire,16908,SE239979,54.37669,-1.63217,1,1891,,timber,Mears & Stainbank,,,,,0
1437,Catthorpe,S Thomas,Leicestershire,10625,SP551781,52.39875,-1.19026,2,1913,,timber,George Day & Sons,,1;6.I,1,,0
1436,Catthorpe,S Thomas,Leicestershire,10625,SP551781,52.39875,-1.19026,1,c1699,,oak,,,6.A,3.1,,0
1438,Cattistock,S Peter & S Paul,Dorset,12314,SY591995,50.79394,-2.58113,1,1950,,cast iron,Mears & Stainbank,,,,,0
8686,Catwick,S Michael,East Riding of Yorkshire,19025,TA130453,53.89234,-0.28060,1,1934,,steel,John Taylor & Co,,8.1.B,2,,0
1440,Catworth,S Leonard,Cambridgeshire,16113,TL089733,52.34760,-0.40255,2,2016,,steel,Matthew Higby & Co,,8.1.B,3.1,,1
1441,Catworth,S Leonard,Cambridgeshire,16113,TL089733,52.34760,-0.40255,2.1,2016,,steel,Matthew Higby & Co,,8.1.A,1,,
1439,Catworth,S Leonard,Cambridgeshire,16113,TL089733,52.34760,-0.40255,1,2016,,steel,Matthew Higby & Co,,8.1.F,3.3,,0
8510,Cauldon,S Mary & S Laurence,Staffordshire,10366,SK078494,53.04230,-1.88462,1,1828,,timber,Thomas II Mears,,6.B,3.1,,0
1442,Caunton,S Andrew,Nottinghamshire,12087,SK745600,53.13227,-0.88718,1,2000,,steel,Hayward Mills Associates,,,,,0
8014,Cavendish,S Mary V,Suffolk,15887,TL804465,52.08787,0.63312,9,2020,,timber,TLB Services,,9,1,,0
1443,Cavendish,S Mary V,Suffolk,15887,TL804465,52.08787,0.63312,1,1930,,oak,John Taylor & Co,,6.A,6.1,,0
8499,Cavenham,S Andrew,Suffolk,19028,TL763696,52.29695,0.58482,1,c1850,,oak,,,5.L,3.X,,0
1444,Cawood,All Saints,North Yorkshire,13937,SE577377,53.83309,-1.12369,1,,,timber,,,,,,0
1445,Cawston,S Agnes,Norfolk,11166,TG133238,52.77000,1.16156,1,,,timber,,,,,,0
1446,Cawthorne,All Saints,South Yorkshire,14857,SE284079,53.56751,-1.57140,1,1859,,oak,John Taylor & Co,,,,,0
1447,Caxton,S Andrew,Cambridgeshire,16000,TL300578,52.20323,-0.09911,1,1893,,cast iron;oak,Frederick White,,7.A.a,6.1,,0
1448,Caythorpe,S Vincent,Lincolnshire,13483,SK938485,53.02614,-0.60144,1,1913,,cast iron,John Taylor & Co,,,,,0
1449,Cayton,S John Bapt,North Yorkshire,13166,TA056833,54.23482,-0.38060,1,1897,,cast iron,John Taylor & Co,,8.3.C.e,5.1,,0
1450,Cefn Coed,S John Bapt,"Merthyr Tydfil, Mid Glamorgan, Wales",11459,SO032080,51.76287,-3.40337,1,1928,,cast iron;steel,Gillett & Johnston,,,,,0
1451,Cerne Abbas,S Mary,Dorset,11633,ST665012,50.80947,-2.47567,1,1974,,iroko,Whitechapel Bell Foundry,,,,,0
1453,Chaceley,S John Bapt,Gloucestershire,15697,SO855306,51.97438,-2.21249,2,c1880,,timber,,,,4.4,,0
1452,Chaceley,S John Bapt,Gloucestershire,15697,SO855306,51.97438,-2.21249,1,c1880,,timber,,,,4.1,,0
1454,Chacombe,S Peter & S Paul,Northamptonshire,10403,SP490439,52.09167,-1.28530,1,1932,,cast iron,Henry Bond,,8.3.A.f,6.4,,0
1455,Chaddesden,S Mary,Derbyshire,13173,SK381368,52.92814,-1.43366,1,c1799,,timber,,,6.B,,,0
1456,Chaddesley Corbett,S Cassian,Worcestershire,14375,SO891735,52.36032,-2.16127,1,1905,,timber,Greenleaf and Tristram,,6.A,,,0
8015,Chaddleworth,S Andrew,Berkshire,12893,SU411779,51.49876,-1.40874,9,,,,,,,,,0
1457,Chaddleworth,S Andrew,Berkshire,12893,SU411779,51.49876,-1.40874,1,1924,,oak,Richard White,,,,,0
1458,Chadlington,S Nicholas,Oxfordshire,14675,SP333220,51.89581,-1.51658,1,1933,,cast iron,Henry Bond,,8.3.A.f,6.4,,0
1459,Chadshunt,All Saints,Warwickshire,12639,SP349530,52.17438,-1.49072,1,c1599,,oak,,,6.B,6.8R,,0
8963,Chadwell St Mary,S Mary,Essex,19042,TQ646784,51.48148,0.36944,1,,,oak,,,5.D,,,0
1460,Chaffcombe,S Michael & All Angels,Somerset,17082,ST353101,50.88752,-2.91996,1,1970,,cast iron,Whitechapel Bell Foundry,,8.3.A.h,6.1,,0
1463,Chagford,S Michael,Devon,16736,SX701875,50.67265,-3.83927,1,2017,,cast iron,John Taylor & Co,,8.3.A,8.3,,0
1464,Chailey,S Peter,East Sussex,14277,TQ392193,50.95664,-0.01928,1,,,cast iron,,,,,,0
1465,Chaldon,S Peter & S Paul,Surrey,17516,TQ308557,51.28543,-0.12577,1,1902,,oak,Mears & Stainbank,,,,,0
1466,Chaldon Herring,S Nicholas,Dorset,16991,SY789831,50.64732,-2.29841,1,c1899,,timber,,,5.L,3.1,,0
7854,Chale,S Andrew,Isle of Wight,16087,SZ483775,50.59580,-1.31874,1,,,,,,,,,0
1468,Chalfont St Giles,S Giles,Buckinghamshire,15717,SU990935,51.63162,-0.56978,2,,,,,,,,,1
8016,Chalfont St Giles,S Giles,Buckinghamshire,15717,SU990935,51.63162,-0.56978,2.1,,,,,,,,,
1467,Chalfont St Giles,S Giles,Buckinghamshire,15717,SU990935,51.63162,-0.56978,1,1983,,,Local labour/guild/assn,,,,,0
1469,Chalfont St Peter,S Peter,Buckinghamshire,16927,TQ000908,51.60784,-0.55678,1,c1798,,timber,,,6.D,6.2R,,0
1471,Chalford,Christ Church,Gloucestershire,11726,SO891025,51.72143,-2.15802,2,1859,,pine,"Naylor, Vickers & Co",,,2.X1,,0
1470,Chalford,Christ Church,Gloucestershire,11726,SO891025,51.72143,-2.15802,1,1859,,pine,"Naylor, Vickers & Co",,,4.4,,0
1472,Chalgrove,S Mary,Oxfordshire,16218,SU637965,51.66413,-1.08033,1,c1799,,oak,,,,,,1
1473,Chalgrove,S Mary,Oxfordshire,16218,SU637965,51.66413,-1.08033,1.1,1888,,,Henry Bond,,,,,
1474,Chalk,S Mary,Kent,12715,TQ683724,51.42649,0.41965,1,1922,,oak,Alfred Bowell,,,6.1,,0
1475,Challacombe,Holy Trinity,Devon,14295,SS679406,51.14957,-3.88899,1,c1884,,oak,Harry Stokes,Y,6.A,4.3,,0
8833,Chalton,S Michael & All Angels,Hampshire,15611,SU731159,50.93836,-0.95977,1,c1899,,oak,,,6.D,3.3,,0
1476,Chalvington,S Bartholomew,East Sussex,15885,TQ518093,50.86359,0.15699,1,c1599,,timber,,,3.B,,,0
3953,Chapel Allerton,S Matthew,West Yorkshire,15958,SE303373,53.83153,-1.54107,1,1954,,cast iron,John Taylor & Co,,,,,0
1477,Chapel en le Frith,S Thomas a Becket,Derbyshire,10752,SK057808,53.32430,-1.91503,1,1886,,cast iron,John Taylor & Co,,8.3.C.b,6.4,,0
1479,Chard,Blessed Virgin Mary,Somerset,16751,ST322082,50.86936,-2.96362,2,2001,,steel,Robert Parker,,,,,0
1478,Chard,Blessed Virgin Mary,Somerset,16751,ST322082,50.86936,-2.96362,1,2001,,steel,Robert Parker,,,,,0
8017,Chardstock,S Andrew,Devon,12746,ST308044,50.83533,-2.98286,9,,,,,,,,,0
1480,Chardstock,S Andrew,Devon,12746,ST308044,50.83533,-2.98286,1,1868,,oak,Mears & Stainbank,,6.B,6.7,,0
1481,Charing,S Peter & S Paul,Kent,15957,TQ954493,51.21033,0.79644,1,1878,,timber,John Taylor & Co,,,,,0
1483,Charlbury,S Mary V,Oxfordshire,14933,SP355194,51.87221,-1.48514,2,c1599,,,,,,,,0
1482,Charlbury,S Mary V,Oxfordshire,14933,SP355194,51.87221,-1.48514,1,1905,,oak,Henry Bond,,,,,0
1485,Charles,S John Bapt,Devon,10440,SS687329,51.08091,-3.87526,2,1897,,oak,Harry Stokes,,6.A,5.1,,0
1484,Charles,S John Bapt,Devon,10440,SS687329,51.08091,-3.87526,1,1937,,cast iron,John Taylor & Co,,8.3.A.h,,,0
1486,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,1,1993,,timber,Whitechapel Bell Foundry,,,8.3,,0
7855,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,1,,,,,,,,,0
1487,Charleton,S Mary,Devon,13504,SX749426,50.27031,-3.75547,1,1896,,oak,Harry Stokes,,6.A,6.5R,,0
8531,Charlton,S Thomas,Hampshire,23492,SU351470,51.22134,-1.49843,1,1908,,steel,John Taylor & Co,,8.1.A,,,0
1491,Charlton Adam,S Peter & S Paul,Somerset,14674,ST534286,51.05544,-2.66484,2,c1499,Y,timber,,,,,,0
1490,Charlton Adam,S Peter & S Paul,Somerset,14674,ST534286,51.05544,-2.66484,1,c1499,Y,timber,,,,,,0
1489,Charlton by Malmesbury,S John Bapt,Wiltshire,10536,ST958889,51.59938,-2.06060,9,c1699,Y,,,,,,,0
1488,Charlton by Malmesbury,S John Bapt,Wiltshire,10536,ST958889,51.59938,-2.06060,1,1999,,steel,John Taylor & Co,,,6,,0
1492,Charlton Horethorne,S Peter & S Paul,Somerset,13570,ST665230,51.00606,-2.47869,1,2002,,cast iron,Whitechapel Bell Foundry,,,,,0
1493,Charlton Kings,S Mary,Gloucestershire,15388,SO964204,51.88254,-2.05287,1,1958,,cast iron,Mears & Stainbank,,8.3.A.h,8.3,,0
1494,Charlton Mackrell,S Mary V,Somerset,14760,ST528283,51.05242,-2.67438,1,1856,,oak,Richard and Aaron Cole,,,,,0
1495,Charlton Marshall,S Mary V,Dorset,13437,ST900040,50.83606,-2.14298,1,c1899,,timber,,,,,,0
1496,Charlton on Otmoor,S Mary V,Oxfordshire,12580,SP561158,51.83821,-1.18604,1,1896,,wrought iron,Webb and Bennett,,,,,0
1500,Charminster,S Mary V,Dorset,10352,SY679927,50.73302,-2.45603,2,1981,,,John Taylor & Co,,,,,0
1498,Charminster,S Mary V,Dorset,10352,SY679927,50.73302,-2.45603,1,,,,Thomas Blackbourn,,,,,1
1499,Charminster,S Mary V,Dorset,10352,SY679927,50.73302,-2.45603,1.1,1961,,,John Taylor & Co,,,,,
1501,Charmouth,S Andrew,Dorset,12927,SY364935,50.73847,-2.90239,1,1836,,timber,,,,,,0
1502,Chart Sutton,S Michael,Kent,11947,TQ804494,51.21548,0.58197,1,1783,,timber,,,,6.7,,0
1503,Charwelton,Holy Trinity,Northamptonshire,10802,SP544555,52.19524,-1.20454,1,,,cast iron,Thomas Blackbourn,,8.3.A.g,5.1,,0
1505,Chastleton,S Mary V,Oxfordshire,11829,SP248290,51.95945,-1.63957,2,c1900,,oak,Henry Bond,,,,,0
1504,Chastleton,S Mary V,Oxfordshire,11829,SP248290,51.95945,-1.63957,1,c1900,,oak,Henry Bond,,,,,0
1507,Chatteris,S Peter & S Paul,Cambridgeshire,15406,TL394860,52.45479,0.05073,2,1911,,cast iron,John Taylor & Co,,8.3.A.h,,,0
1506,Chatteris,S Peter & S Paul,Cambridgeshire,15406,TL394860,52.45479,0.05073,1,1911,,cast iron,John Taylor & Co,,8.3.C.e,4.3,,0
1508,Chawleigh,S James,Devon,14947,SS711126,50.89904,-3.83311,1,1912,,cast iron,John Warner & Sons,,8.3.A.e,6.14,,0
1510,Chawton,S Nicholas,Hampshire,16900,SU707370,51.12818,-0.98988,2,2009,,steel,Matthew Higby & Co,,8.1.A,,,0
1509,Chawton,S Nicholas,Hampshire,16900,SU707370,51.12818,-0.98988,1,2009,,steel,Matthew Higby & Co,,8.1.B.a,6.4,,0
1511,Cheadle,S Mary,Greater Manchester,10171,SJ856886,53.39413,-2.21771,1,1937,,steel,Gillett & Johnston,,,,,0
1514,Cheadle,S Giles (RC),Staffordshire,12251,SK008431,52.98606,-1.98919,2,1939,,metal,John Taylor & Co,,,,,0
1513,Cheadle,S Giles (RC),Staffordshire,12251,SK008431,52.98606,-1.98919,1,1939,,metal,John Taylor & Co,,,,,0
1512,Cheadle,S Giles Abbot CofE,Staffordshire,16202,SK005432,52.98677,-1.99271,1,1939,,metal,John Taylor & Co,,,,,0
1515,Chearsley,S Nicholas,Buckinghamshire,16077,SP720103,51.78679,-0.95734,1,1905,,wrought iron,Webb and Bennett,,~ 8.1.C.b,~3.1,6.X,2
8783,Chearsley,S Nicholas,Buckinghamshire,16077,SP720103,51.78679,-0.95734,1.1,2014,,cast iron,Whites of Appleton,,8.3.A.h,1,,
8784,Chearsley,S Nicholas,Buckinghamshire,16077,SP720103,51.78679,-0.95734,1.2,2014,,cast iron,Whites of Appleton,,8.3.A.h,2.X2,,
8785,Chearsley,S Nicholas,Buckinghamshire,16077,SP720103,51.78679,-0.95734,1A,,,steel,,,,1,,0
1516,Checkendon,S Peter & S Paul,Oxfordshire,11262,SU663830,51.54236,-1.04524,1,1914,,wrought iron,Webb and Bennett,,,8,,0
1518,Checkley,S Mary & All Saints,Staffordshire,14896,SK027378,52.93842,-1.96005,2,c1550,,oak,,,,,,0
1517,Checkley,S Mary & All Saints,Staffordshire,14896,SK027378,52.93842,-1.96005,1,2016,,cast iron,Whitechapel Bell Foundry,,,,,0
1520,Cheddar,S Andrew,Somerset,10434,ST459530,51.27363,-2.77624,2,1914,,cast iron;steel,Llewellins & James,,,,,0
1519,Cheddar,S Andrew,Somerset,10434,ST459530,51.27363,-2.77624,1,1914,,cast iron;steel,Llewellins & James,,,,,0
1521,Cheddington,S Giles,Buckinghamshire,16696,SP922179,51.85298,-0.66256,1,1911,,steel,Alfred Bowell,,8.1.C.a,6.4,,0
1523,Cheddon Fitzpaine,Blessed Virgin Mary,Somerset,15748,ST242276,51.04275,-3.08145,2,1932,,cast iron,Mears & Stainbank,,,,,0
1522,Cheddon Fitzpaine,Blessed Virgin Mary,Somerset,15748,ST242276,51.04275,-3.08145,1,1932,,cast iron,Mears & Stainbank,,,,,0
1524,Chediston,S Mary,Suffolk,12872,TM358777,52.34737,1.46101,1,2009,,steel,Nicholson Engineering Ltd,,,6,,0
1525,Chedworth,S Andrew,Gloucestershire,14719,SP051121,51.80769,-1.92659,1,1910,,steel,Henry Bond,,8.1.A.a,6.4,,0
1527,Chedzoy,Blessed Virgin Mary,Somerset,11176,ST341376,51.13450,-2.94323,2,2010,,steel,Robert Parker,,,,,0
1526,Chedzoy,Blessed Virgin Mary,Somerset,11176,ST341376,51.13450,-2.94323,1,1760,,oak,John Kebby,,,5D,,0
1528,Cheldon,S Mary,Devon,10599,SS734133,50.90614,-3.80169,1,1914,,oak,Harry Stokes,,6.B,4.3,,0
1529,Chellaston,S Peter,Derbyshire,12739,SK381303,52.86954,-1.43538,1,1910,,cast iron,John Taylor & Co,,8.3.A.h,3.1,6.X,1
8605,Chellaston,S Peter,Derbyshire,12739,SK381303,52.86954,-1.43538,1.1,1970,,cast iron,John Taylor & Co,,8.3.A.h,3.X,,
8401,Chelmarsh,S Peter,Shropshire,17003,SO720878,52.48781,-2.41319,1,,,,,,,6D,,0
1530,Chelmorton,S John Bapt,Derbyshire,15822,SK115702,53.22930,-1.82852,1,1960,,cast iron,John Taylor & Co,,,,,0
7856,Chelmsford,"Cath Ch of S Mary V, S Peter, & S Cedd",Essex,15277,TL707069,51.73522,0.47202,2,1947,,cast iron,John Taylor & Co,,8.3.A.h,1,,0
1531,Chelmsford,"Cath Ch of S Mary V, S Peter, & S Cedd",Essex,15277,TL707069,51.73522,0.47202,1,1913,Y,steel,John Warner & Sons,,8.1.D.a,12.X,,0
8688,Chelsea,All Saints Old Church,Greater London,15210,TQ270775,51.48298,-0.17115,1,1977,,iroko,Whitechapel Bell Foundry,,,,,0
7857,Chelsea,S Luke,Greater London,16718,TQ271783,51.48962,-0.16970,2,,,,,,,,,0
1532,Chelsea,S Luke,Greater London,16718,TQ271783,51.48962,-0.16970,1,1893,,,John Taylor & Co,,,,,0
8629,Chelsworth,All Saints,Suffolk,19099,TL980479,52.09417,0.88964,1,c1499,,oak,,,,1,,0
1543,Cheltenham,"S Christopher, Warden Hill",Gloucestershire,15204,SO930204,51.88229,-2.10169,2,2001,,steel,Matthew Higby & Co,,10,,,0
