Frame ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Frame Number,Frame Date,Listed,Materials,Maker,Maker Uncertain,Trusses,Layout,Resultant Layout,Num Extensions
1,Ab Kettleby,S James,Leicestershire,12574,SK724228,52.79858,-0.92747,1,1950,,cast iron,John Taylor & Co,,8.3.A.h,5.1,6.1,1
2,Ab Kettleby,S James,Leicestershire,12574,SK724228,52.79858,-0.92747,1.1,2016,,cast iron,Local labour/guild/assn,,8.3.A.h,1,,
8828,Abberley,S Mary,Worcestershire,17296,SO751679,52.30949,-2.36569,1,1851,,timber,C & G Mears,,5.S,,,0
8908,Abberton,S Andrew,Essex,17794,TL997193,51.83735,0.89788,1,,,oak,,,5.A,,,0
3,Abbess Roding,S Edmund K&M,Essex,13760,TL571114,51.77958,0.27690,1,,,timber,,,10;6.A,3.1,,0
4,Abbey Dore,S Mary,Herefordshire,16153,SO387303,51.96860,-2.89361,1,2013,,steel,John Taylor & Co,,,,,0
7,Abbots Bickington,S James,Devon,10151,SS384132,50.89614,-4.29828,1,,,oak;steel,(unidentified),,6.A,3.1,,0
9,Abbots Bromley,S Nicholas,Staffordshire,14443,SK079245,52.81844,-1.88389,8,c1612,Y,timber,,,6.B,,,0
8,Abbots Bromley,S Nicholas,Staffordshire,14443,SK079245,52.81844,-1.88389,1,1957,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
10,Abbots Langley,S Lawrence,Hertfordshire,13781,TL094021,51.70775,-0.41716,1,,,timber,,,,6.1,,0
11,Abbots Leigh,Holy Trinity,Somerset,13048,ST544740,51.46323,-2.65736,1,1905,,metal,Llewellins & James,,,,,0
12,Abbots Morton,S Peter,Worcestershire,17344,SP026549,52.19291,-1.96243,1,c1842,,oak,William Savory,,6.A,4.2D,,0
13,Abbots Ripton,S Andrew,Cambridgeshire,14528,TL230780,52.38636,-0.19334,1,c1699,,oak,,,6.A,4.2,,0
14,Abbotsbury,S Nicholas,Dorset,16106,SY577852,50.66497,-2.59917,1,1898,,oak,Harry Stokes,,,,,0
15,Abbotsham,S Helen,Devon,13486,SS424264,51.01557,-4.24735,1,1910,,cast iron,Harry Stokes,,8.3.A.i,6.1,,0
17,Abbotskerswell,Blessed Virgin Mary,Devon,11765,SX855687,50.50728,-3.61481,2,,,cast iron,(unidentified),,8.3.A.i,,,0
16,Abbotskerswell,Blessed Virgin Mary,Devon,11765,SX855687,50.50728,-3.61481,1,,,oak,(unidentified),,6.A,6.4,,0
18,Abbotsley,S Margaret,Cambridgeshire,13660,TL227565,52.19345,-0.20544,1,c1599,,oak,,,5.D,5.3,,0
19,Abenhall,S Michael,Gloucestershire,13453,SO671174,51.85445,-2.47867,1,1907,,cast iron;oak,Charles Carr,,7.B.b,4.3,,0
20,Aberavon,S Mary,"Neath Port Talbot, West Glamorgan, Wales",15542,SS762901,51.59631,-3.78749,1,1893,,cast iron,John Taylor & Co,,8.3.A.h,,,0
22,Aberdare,S Elvan,"Rhondda Cynon Taff, Mid Glamorgan, Wales",11708,SO002025,51.71318,-3.44564,1,1935,,cast iron,Gillett & Johnston,,8.3.A.m,8.3,,0
23,Aberdeen,Cath Ch of S Machar,"City of Aberdeen, Scotland",13827,NJ938087,57.16977,-2.10266,1,1912,,cast iron,John Warner & Sons,,,8.3,,0
24,Aberford,S Ricarius,West Yorkshire,16446,SE432371,53.82881,-1.34408,1,c1879,,timber,Thomas Mallaby,Y,5.L;6.A,4.3,,0
25,Abergavenny,S Mary,"Monmouthshire, Gwent, Wales",10227,SO301141,51.82140,-3.01544,1,1947,,cast iron,John Taylor & Co,,8.3.A.h,11,,0
26,Abergele,S Michael,"Conwy, Clwyd, Wales",10276,SH945776,53.28527,-3.58366,1,,,composite,,,7.A.a,6.4,,0
8619,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,3,,,,,,,,,0
8618,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,2,,,,,,,,,0
7836,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,1,,,,,,,,,0
7965,Abingdon,S Helen,Oxfordshire,15023,SU496967,51.66771,-1.28284,9,,,,,,,,,0
7966,Abingdon,S Helen,Oxfordshire,15023,SU496967,51.66771,-1.28284,2,,,,,,,,,0
27,Abingdon,S Helen,Oxfordshire,15023,SU496967,51.66771,-1.28284,1,2005,,cast iron,Whites of Appleton,,8.3.A.h,10,,0
7967,Abingdon,S Nicolas,Oxfordshire,10628,SU498970,51.67024,-1.28093,9,,,,,,,,,0
29,Abingdon,S Nicolas,Oxfordshire,10628,SU498970,51.67024,-1.28093,2,1933,,cast iron,Gillett & Johnston,,8.3.D.a,,,0
28,Abingdon,S Nicolas,Oxfordshire,10628,SU498970,51.67024,-1.28093,1,1933,,cast iron,Gillett & Johnston,,8.3.D.a,5.12R,,0
8368,Abington Pigotts,S Michael & All Angels,Cambridgeshire,17805,TL304446,52.08496,-0.09774,1,1927,,timber,Alfred Bowell,,6.A,,,0
30,Abson,S James Gt,Gloucestershire,15632,ST705748,51.47175,-2.42593,1,1926,,cast iron,Gillett & Johnston,,8.3.A.m,6.1,,0
32,Accrington,S James,Lancashire,10851,SD759284,53.75196,-2.36551,2,1967,,steel,John Taylor & Co,,8.1.A.b,,,0
31,Accrington,S James,Lancashire,10851,SD759284,53.75196,-2.36551,1,1953,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
33,Achurch,S John Bapt,Northamptonshire,11215,TL021831,52.43662,-0.49905,1,1816,,timber,,,,,,0
34,Ackworth,S Cuthbert,West Yorkshire,17105,SE440180,53.65726,-1.33536,1,,,oak,,,,6.1,,0
36,Acle,S Edmund,Norfolk,15637,TG401102,52.63720,1.54723,2,1933,,cast iron;steel,Gillett & Johnston,,,3.3,,0
35,Acle,S Edmund,Norfolk,15637,TG401102,52.63720,1.54723,1,1933,,cast iron;steel,Gillett & Johnston,,,3.3,,0
7766,Acomb,S Stephen,North Yorkshire,13068,SE572514,53.95591,-1.12919,2,1954,,cast iron,John Taylor & Co,,,,,0
7765,Acomb,S Stephen,North Yorkshire,13068,SE572514,53.95591,-1.12919,1,1954,,cast iron,John Taylor & Co,,,,,0
37,Acton,All Saints,Suffolk,11817,TL892452,52.07307,0.75938,1,1926,,oak,A Brown & Son,,6.A,5.1,,0
38,Acton Beauchamp,S Giles,Herefordshire,17694,SO679503,52.15011,-2.47001,1,c1799,,oak,,,,4,,0
8478,Acton Burnell,S Mary,Shropshire,15604,SJ533019,52.61318,-2.69027,1,1889,,timber,James Barwell,,6.A,4.3,,0
8691,Acton Scott,S Margaret,Shropshire,11624,SO453894,52.50003,-2.80629,1,c1961,,timber,Mears & Stainbank,,6.A,3.1,,0
8565,Acton Trussell,S James,Staffordshire,17265,SJ937174,52.75470,-2.09449,1,,,steel,,,8.1.A,,,0
39,Adbaston,S Michael & All Angels,Staffordshire,16659,SJ762279,52.84821,-2.35467,1,c1640,Y,timber,,,6.B,,,0
41,Adderbury,S Mary,Oxfordshire,17072,SP470353,52.01488,-1.31561,8,,,oak,,,,,,0
40,Adderbury,S Mary,Oxfordshire,17072,SP470353,52.01488,-1.31561,1,1927,,cast iron,John Taylor & Co,,,,,0
42,Adderley,S Peter,Shropshire,17704,SJ660395,52.95222,-2.50613,1,,,timber,,,,4.1,,0
43,Addingham,S Peter,West Yorkshire,17108,SE085497,53.94338,-1.87185,1,1957,,cast iron,John Taylor & Co,,8.3.A,6.4,,0
44,Addington,S Mary,Buckinghamshire,15232,SP742284,51.94995,-0.92103,1,c1820,,timber,Local labour/guild/assn,Y,5.C,3.1,,1
45,Addington,S Mary,Buckinghamshire,15232,SP742284,51.94995,-0.92103,1.1,,,timber,,,1,,,
47,Addington,S Mary,Greater London,14695,TQ370639,51.35840,-0.03240,1,1956,,steel,Gillett & Johnston,,8.1.B.a,6.1,,0
46,Addington,S Margaret,Kent,16347,TQ653588,51.30500,0.37108,1,1969,,cast iron,Whitechapel Bell Foundry,,,6,,0
48,Addlethorpe,S Nicholas,Lincolnshire,11106,TF550690,53.19628,0.32008,1,1981,,cast iron,John Taylor & Co,,,,,0
53,Adelaide,Cath Ch of S Francis Xavier (RC),"South Australia, Australia",15785,,-34.92883,138.60127,9,,,,Local labour/guild/assn,,,,,0
52,Adelaide,Cath Ch of S Francis Xavier (RC),"South Australia, Australia",15785,,-34.92883,138.60127,2,1996,,steel,Local labour/guild/assn,,,,,0
51,Adelaide,Cath Ch of S Francis Xavier (RC),"South Australia, Australia",15785,,-34.92883,138.60127,1,1996,,steel,Local labour/guild/assn,,,,,0
50,Adelaide,Cath Ch of S Peter,"South Australia, Australia",16198,,-34.91308,138.59834,2,1945,,cast iron;steel,John Taylor & Co,,8.3.D.a,3.X,,0
49,Adelaide,Cath Ch of S Peter,"South Australia, Australia",16198,,-34.91308,138.59834,1,1945,,cast iron;steel,John Taylor & Co,,8.3.D.a,5.12,,0
57,Adelaide,"S Andrew, Walkerville","South Australia, Australia",17138,,-34.89176,138.61596,1,2020,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
56,Adelaide,"S Cuthbert, Prospect","South Australia, Australia",15246,,-34.89183,138.59481,1,1971,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
55,Adelaide,Town Hall,"South Australia, Australia",16422,,-34.92613,138.59988,2,1865,,cast iron;oak,John Warner & Sons,,,,,0
54,Adelaide,Town Hall,"South Australia, Australia",16422,,-34.92613,138.59988,1,1865,,cast iron;oak,John Warner & Sons,,,,,0
58,Adlestrop,S Mary Magd,Gloucestershire,13967,SP242268,51.94001,-1.64815,1,2016,,,Whitechapel Bell Foundry,,,,,0
7837,Adlington,S Paul,Lancashire,14168,SD603134,53.61651,-2.60109,1,,,,,,,,,0
59,Adwick le Street,S Laurence,South Yorkshire,14127,SE540085,53.57115,-1.18479,1,,,oak,Locally manufactured,,6.A,,,0
60,Ainderby Steeple,S Helen,North Yorkshire,13729,SE334920,54.32334,-1.48731,1,,,cast iron,Eayre & Smith,,,,,0
9000,Albrighton,S Mary Magd,Shropshire,13575,SJ809044,52.63724,-2.28327,1,1901,,cast iron;timber,James Barwell & Co,,7.B.a,7.X,8.3,1
9001,Albrighton,S Mary Magd,Shropshire,13575,SJ809044,52.63724,-2.28327,1.1,2001,,steel,Whites of Appleton,,8.1.B.c,1,,
61,Alburgh,All Saints,Norfolk,11571,TM270872,52.43635,1.33908,1,1908,,cast iron;steel,Alfred Bowell,,,,,0
62,Albury,S Mary,Hertfordshire,11127,TL435247,51.90264,0.08516,1,1965,,cast iron,John Taylor & Co,,,,,0
63,Albury,S Matthew,"New South Wales, Australia",12325,,-36.08005,146.91624,1,1993,,metal,Locally manufactured,,,,,0
64,Alcester,S Nicholas,Warwickshire,12246,SP090574,52.21534,-1.86914,1,1948,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
8730,Alciston,dedication unknown,East Sussex,17848,TQ505055,50.82992,0.13688,1,c1399,,timber,,,3.C,2.X1,,0
65,Alconbury,S Peter & S Paul,Cambridgeshire,12292,TL184761,52.37032,-0.26168,1,1876,,timber,George Eaton,,6.A;6.L,6.9,,0
66,Aldborough,S Andrew,North Yorkshire,14986,SE405664,54.09216,-1.38095,1,1958,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
69,Aldbury,S John Bapt,Hertfordshire,17145,SP963124,51.80254,-0.60422,3,,,timber,,,,1,,0
68,Aldbury,S John Bapt,Hertfordshire,17145,SP963124,51.80254,-0.60422,2,1681,,timber,,,,5,,0
67,Aldbury,S John Bapt,Hertfordshire,17145,SP963124,51.80254,-0.60422,1,1984,,cast iron,John Taylor & Co,,,8,,0
8457,Aldeburgh,S Peter & S Paul,Suffolk,17039,TM463568,52.15494,1.59969,2,,,metal,,,9,1,,0
70,Aldeburgh,S Peter & S Paul,Suffolk,17039,TM463568,52.15494,1.59969,1,1960,,iroko,John Taylor & Co,,6.A,8.3,,0
71,Aldeby,S Mary,Norfolk,15301,TM450933,52.48265,1.60751,1,1913,,metal,George Day & Sons,,8.1.B.a,6.4,,0
7968,Aldenham,S John Bapt,Hertfordshire,15828,TQ139984,51.67340,-0.35318,9,,,,,,,,,0
72,Aldenham,S John Bapt,Hertfordshire,15828,TQ139984,51.67340,-0.35318,1,1889,,oak,,,,,,0
8566,Alderley,S Kenelm,Gloucestershire,17858,ST768908,51.61556,-2.33575,1,c1913,,cast iron,Llewellins & James,,8.3.A.h,1,,0
73,Aldermaston,S Mary V,Berkshire,10431,SU596649,51.38070,-1.14440,1,1900,,cast iron,,,,,,0
74,Alderminster,S Mary & Holy Cross,Warwickshire,12943,SP229486,52.13553,-1.66542,1,c1870,,oak,Whites of Appleton,Y,6.A,6.9,,0
75,Alderton,S Margaret,Gloucestershire,15140,SP001331,51.99708,-1.99856,1,c1909,,metal,Henry Bond,,8.1.A.a,6.4,,0
76,Alderton,S Margaret,Northamptonshire,10269,SP740469,52.11553,-0.92019,1,1935,,cast iron,John Taylor & Co,,,,,0
77,Aldford,S John Bapt,Cheshire,13871,SJ418594,53.12899,-2.86997,1,1908,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
78,Aldington,S Martin,Kent,17005,TR074361,51.08746,0.96131,1,1928,,teak,Mears & Stainbank,,,,,0
80,Aldridge,S Mary V,West Midlands,15282,SK060007,52.60435,-1.91281,2,1977,,steel;timber,Local labour/guild/assn,,8.2.C,2.X2,,0
79,Aldridge,S Mary V,West Midlands,15282,SK060007,52.60435,-1.91281,1,1935,,cast iron,John Taylor & Co,,8.3.C.e,6.14,,0
7816,Aldsworth,S Bartholomew,Gloucestershire,17325,SP153099,51.78823,-1.77849,2,1871,,timber,Henry I Bond,,,,,0
81,Aldsworth,S Bartholomew,Gloucestershire,17325,SP153099,51.78823,-1.77849,1,1871,,timber,Henry I Bond,,,,,0
7969,Aldwick,S Richard,West Sussex,15116,SZ909990,50.78389,-0.71120,9,,,,,,,,,0
82,Aldwick,S Richard,West Sussex,15116,SZ909990,50.78389,-0.71120,1,1933,,cast iron,Gillett & Johnston,,,1,8.1,3
83,Aldwick,S Richard,West Sussex,15116,SZ909990,50.78389,-0.71120,1.1,1956,,cast iron,John Taylor & Co,,,3.X,,
84,Aldwick,S Richard,West Sussex,15116,SZ909990,50.78389,-0.71120,1.2,1989,,cast iron,John Taylor & Co,,,2.X2,,
85,Aldwick,S Richard,West Sussex,15116,SZ909990,50.78389,-0.71120,1.3,2007,,steel,Nicholson Engineering Ltd,,,2.X2,,
87,Aldwincle,S Peter,Northamptonshire,16124,TL006818,52.42547,-0.52191,2,1903,,metal,John Taylor & Co,,,,,0
86,Aldwincle,S Peter,Northamptonshire,16124,TL006818,52.42547,-0.52191,1,1903,,metal,John Taylor & Co,,,,,0
7970,Aldworth,S Mary V,Berkshire,11600,SU553793,51.51064,-1.20320,9,,,,,,,,,0
88,Aldworth,S Mary V,Berkshire,11600,SU553793,51.51064,-1.20320,1,1868,,oak,Mears & Stainbank,,,3,,0
89,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,1,2014,,steel,Whitechapel Bell Foundry,,8.1.B.c,8.3,,0
91,Alfold,S Nicholas,Surrey,12570,TQ037339,51.09570,-0.52033,2,2003,,steel,John Taylor & Co,,,,,0
90,Alfold,S Nicholas,Surrey,12570,TQ037339,51.09570,-0.52033,1,2003,,steel,John Taylor & Co,,,,,0
92,Alford,S Wilfrid,Lincolnshire,11928,TF455760,53.26164,0.18054,1,1934,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
94,Alfreton,S Martin,Derbyshire,11489,SK407558,53.09860,-1.39345,2,,,timber,,,,,,0
93,Alfreton,S Martin,Derbyshire,11489,SK407558,53.09860,-1.39345,1,2015,,steel,Whitechapel Bell Foundry,,8.3.A,8,,0
8706,Alfriston,S Andrew,East Sussex,15365,TQ521030,50.80658,0.15802,9,2022,,steel,Whites of Appleton,,10,,,0
95,Alfriston,S Andrew,East Sussex,15365,TQ521030,50.80658,0.15802,1,1928,,steel,Mears & Stainbank,,8.1.B.a,6.1,,0
96,Algarkirk,S Peter & S Paul,Lincolnshire,15381,TF291352,52.89948,-0.08169,1,1662,,oak,,,6.A,3.1,7.X,1
8678,Algarkirk,S Peter & S Paul,Lincolnshire,15381,TF291352,52.89948,-0.08169,1.1,1935,,,Mears & Stainbank,,,4.1,,
7838,Alkborough,S John Bapt,Lincolnshire,15237,SE881218,53.68607,-0.66615,1,,,timber,,,6.B,3.1,,0
97,Alkham,S Anthony,Kent,16602,TR255423,51.13609,1.22244,1,1873,,timber,,,,,,0
7971,All Cannings,All Saints,Wiltshire,15698,SU069615,51.35313,-1.90131,9,,,,,,,,,0
99,All Cannings,All Saints,Wiltshire,15698,SU069615,51.35313,-1.90131,2,1996,,,Eayre & Smith,,,,,0
98,All Cannings,All Saints,Wiltshire,15698,SU069615,51.35313,-1.90131,1,1929,,cast iron,John Taylor & Co,,,5,,0
7839,Allendale,S Cuthbert,Northumberland,15435,NY837559,54.89802,-2.25457,1,1906,,,John Taylor & Co,,,,,0
8938,Allensmore,S Andrew,Herefordshire,13626,SO466358,52.01873,-2.77932,1,2004,,steel,Arthur C Berry,,,,,0
102,Aller,S Andrew,Somerset,16759,ST396288,51.05536,-2.86285,2,c1640,Y,oak,,,,,,0
101,Aller,S Andrew,Somerset,16759,ST396288,51.05536,-2.86285,1,1999,,steel,Robert Parker,,,4.1,,0
103,Allerston,S John,North Yorkshire,15758,SE878829,54.23443,-0.65425,1,1910,,cast iron,John Taylor & Co,,8.3.A.a,3.1,,0
104,Allerton Mauleverer,S Martin,North Yorkshire,16144,SE415579,54.01594,-1.36679,1,,,timber,,,,4,,0
106,Allesley,All Saints,West Midlands,13782,SP301806,52.42306,-1.55765,2,1947,,cast iron,John Taylor & Co,,8.3.A.h,,,2
107,Allesley,All Saints,West Midlands,13782,SP301806,52.42306,-1.55765,2.1,2011,,steel,John Taylor & Co,,8.1.A,,,
108,Allesley,All Saints,West Midlands,13782,SP301806,52.42306,-1.55765,2.2,2017,,steel,John Taylor & Co,,8.1.A,,,
105,Allesley,All Saints,West Midlands,13782,SP301806,52.42306,-1.55765,1,1901,,cast iron,John Taylor & Co,,8.3.C.e,6.4,,0
109,Allestree,S Edmund K&M,Derbyshire,16519,SK347397,52.95366,-1.48375,1,,,timber,,,,3.1,,0
110,Allexton,S Peter,Leicestershire,11242,SK817004,52.59533,-0.79453,1,1930,,cast iron,John Taylor & Co,,8.3.C.e,6.1,,0
111,Allington,S John Bapt,Wiltshire,16059,SU204393,51.15330,-1.70949,1,1849,,timber,Local labour/guild/assn,,5,3.1,,0
112,Alloa,S John Ev,"Clackmannanshire, Scotland",11838,NS885925,56.11264,-3.79367,1,1925,,cast iron,John Taylor & Co,,,,,0
113,Almeley,S Mary,Herefordshire,10843,SO332515,52.15777,-2.97702,1,c1799,,oak,,,,6.7,,0
114,Almer,S Mary,Dorset,15599,SY913989,50.78985,-2.12470,1,c1889,,oak,Thomas II Hooper,Y,,4,,0
116,Almondbury,All Hallows,West Yorkshire,13733,SE168150,53.63174,-1.74709,8,1919,,metal,John Taylor & Co,,,,,0
115,Almondbury,All Hallows,West Yorkshire,13733,SE168150,53.63174,-1.74709,1,1919,,cast iron,John Taylor & Co,,8.3.C.e,8.2,,0
117,Almondsbury,S Mary V,Gloucestershire,13610,ST603840,51.55419,-2.57335,1,1903,,composite,John Sully,,7.A.a,8.3,,0
8291,Alnwick,S Michael,Northumberland,14007,NU183137,55.41688,-1.71138,1,2021,,cast iron,Whites of Appleton,,8.3.A.h,10.X7,,0
7787,Alphamstone,S Barnabas,Essex,17891,TL878354,51.98583,0.73463,1,1909,,timber,Gillett & Johnston,,1,,,0
2498,Alphington,S Michael & All Angels,Devon,14929,SX918899,50.69937,-3.53307,1,1939,,cast iron,John Taylor & Co,,8.3.A.h,8,,0
118,Alrewas,All Saints,Staffordshire,15616,SK167152,52.73476,-1.75334,1,1922,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
119,Altarnun,S Nonna,Cornwall,11467,SX222813,50.60464,-4.51315,1,1923,,steel,Mears & Stainbank,,,8,,0
7789,Althorne,S Andrew,Essex,17897,TQ909989,51.65669,0.75850,1,,,timber,,,5.M,,,0
120,Alton,All Saints,Hampshire,11730,SU714389,51.14539,-0.98042,1,2006,,steel,Matthew Higby & Co,,8.1.B.a,6.1,,0
122,Alton,S Peter,Staffordshire,14384,SK073423,52.97830,-1.89194,2,2023,,cast iron,John Taylor & Co,,8.3.D.a,4.X,,0
121,Alton,S Peter,Staffordshire,14384,SK073423,52.97830,-1.89194,1,2023,,cast iron,John Taylor & Co,,8.3.D.a,6.X17,,0
2068,Alvaston,S Michael & All Angels,Derbyshire,10163,SK392333,52.89618,-1.41834,1,1894,,cast iron,John Taylor & Co,,,,,0
124,Alvechurch,S Lawrence,Worcestershire,15221,SP026724,52.35000,-1.96260,1,2012,,cast iron,Whites of Appleton,,8.3.A.h,8.3,,0
125,Alvediston,S Mary,Wiltshire,10835,ST976239,51.01489,-2.03465,1,,,oak,,,6.A,3.1,,0
126,Alverdiscott,All Saints,Devon,15425,SS519252,51.00754,-4.11171,1,c1599,Y,oak,(unidentified),,5.A,3.1,,0
127,Alverstoke,S Mary,Hampshire,10747,SZ601987,50.78565,-1.14825,1,1905,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
128,Alvescot,S Peter,Oxfordshire,12335,SP273046,51.73945,-1.60491,1,1980,,iroko,Whites of Appleton,,,,,0
129,Alveston,S Helen,Gloucestershire,11351,ST633874,51.58501,-2.53049,1,c1885,,timber,Llewellins & James,,6.A,6.1,,0
130,Alveston,S James,Warwickshire,11312,SP231563,52.20478,-1.66228,1,1912,,cast iron,James Barwell,,8.3.C.e,4.1,,1
131,Alveston,S James,Warwickshire,11312,SP231563,52.20478,-1.66228,1.1,1965,,cast iron,John Taylor & Co,,8.3.A.h,,,
132,Alvingham,S Adelwold,Lincolnshire,13105,TF367913,53.40088,0.05596,1,,,timber,,,,,,0
133,Alvington,S Andrew,Gloucestershire,10210,SO603006,51.70344,-2.57578,1,1980,,cast iron,John Taylor & Co,,,,,0
134,Alwalton,S Andrew,Cambridgeshire,12351,TL133959,52.54950,-0.32991,1,1904,,cast iron,John Taylor & Co,,8.3.C.e,5.4,,0
135,Alwington,S Andrew,Devon,10460,SS404231,50.98566,-4.27440,1,1946,,cast iron,Gillett & Johnston,,8.3.C.e,6.1,,0
136,Amberley,S Michael,West Sussex,10432,TQ027132,50.90914,-0.53961,1,c1742,,oak,Robert Catlin,Y,6.A,5.1,,0
137,Ambleside,S Mary,Cumbria,12386,NY374043,54.43060,-2.96638,1,1901,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
138,Ambrosden,S Mary V,Oxfordshire,10327,SP602194,51.86997,-1.12580,1,1928,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
139,Amcotts,S Mark,Lincolnshire,11899,SE855141,53.61670,-0.70880,1,1853,,timber,C & G Mears,,6.A,3.3,,0
140,Amersham,S Mary V,Buckinghamshire,14913,SU957973,51.66696,-0.61642,1,1983,,cast iron,John Taylor & Co,,8.3.A.h,13,,0
141,Amesbury,S Mary & S Melor,Wiltshire,13162,SU151414,51.17191,-1.78428,1,1905,,oak,George Day & Sons,,,8.3,,0
8735,Amotherby,S Helen,North Yorkshire,17913,SE750734,54.15120,-0.85214,1,c1700,,timber,,,~ 6.K,2.X1,,0
142,Ampleforth,S Hilda,North Yorkshire,16919,SE582786,54.20018,-1.10802,1,1894,,cast iron;oak,Charles Carr,,7.B.b,3.3,,0
143,Ampney Crucis,Holy Rood,Gloucestershire,11001,SP064018,51.71573,-1.90745,1,1988,,cast iron,Whites of Appleton,,,,,0
144,Ampney St Peter,S Peter,Gloucestershire,17723,SP081015,51.71271,-1.88339,1,c1699,,oak,,,,,,0
145,Ampthill,S Andrew,Bedfordshire,11869,TL036382,52.03312,-0.48992,1,1899,,cast iron,John Taylor & Co,,,,,1
146,Ampthill,S Andrew,Bedfordshire,11869,TL036382,52.03312,-0.48992,1.1,1980,,cast iron,John Taylor & Co,,8.3.A.h,,,
147,Ampton,S Peter,Suffolk,16426,TL866711,52.30702,0.73573,1,1888,,oak,George Bullock,,~ 5.L,4.4,,0
148,Ancaster,S Martin,Lincolnshire,13350,SK982435,52.98045,-0.53790,1,1881,,timber,John Taylor & Co,,6.A,,,0
150,Angersleigh,S Michael,Somerset,11406,ST198186,50.96209,-3.14203,2,1996,,steel,Robert Parker,,,,,0
149,Angersleigh,S Michael,Somerset,11406,ST198186,50.96209,-3.14203,1,1996,,steel,Robert Parker,,,,,0
151,Angmering,S Margaret,West Sussex,10695,TQ067043,50.82890,-0.48626,1,,,timber,,,,6.4,,0
7791,Anmer,S Mary V,Norfolk,17738,TF737295,52.83504,0.57829,1,,,timber,,,5.L,4,,0
4395,Ansdell,S Joseph (RC),Lancashire,16465,SD348280,53.74506,-2.98948,1,1908,,cast iron,Mears & Stainbank,,8.3.A.e,8.3,,0
154,Ansford,S Andrew,Somerset,15317,ST638329,51.09434,-2.51806,3,c1599,Y,timber,,,6.A,,,0
153,Ansford,S Andrew,Somerset,15317,ST638329,51.09434,-2.51806,2,1991,,steel,Robert Parker,,,,,0
152,Ansford,S Andrew,Somerset,15317,ST638329,51.09434,-2.51806,1,1991,,steel,Robert Parker,,,,,0
156,Ansley,"S Lawrence, Church End",Warwickshire,13078,SP290926,52.53076,-1.57393,9,c1688,Y,timber,,,5.A,,,0
155,Ansley,"S Lawrence, Church End",Warwickshire,13078,SP290926,52.53076,-1.57393,1,1976,,cast iron;steel,John Taylor & Co,,8.2.A,6.1,,0
157,Anstey,S George,Hertfordshire,11971,TL404328,51.97676,0.04317,1,1893,,pine,John Gray,,,,,0
159,Ansty,S James,Warwickshire,14765,SP399836,52.44970,-1.41341,2,1876,,oak,John Warner & Sons,,6.A,,,0
158,Ansty,S James,Warwickshire,14765,SP399836,52.44970,-1.41341,1,1876,,oak,John Warner & Sons,,6.A,,,0
8574,Ansty,former ch of S John,West Sussex,17930,TQ290233,50.99468,-0.16191,1,,,timber,,,1.D,1,,0
8960,Antony,S James Gt,Cornwall,15783,SX398545,50.36927,-4.25369,2,1903,,oak,Mears & Stainbank,,6.S,1,,0
8959,Antony,S James Gt,Cornwall,15783,SX398545,50.36927,-4.25369,1,1903,,oak,Mears & Stainbank,,6.S,5.1,,0
160,Anwick,S Edith,Lincolnshire,14034,TF114506,53.04144,-0.33925,1,c1699,,oak,(unidentified),,,,,0
161,Appleby,S Lawrence,Cumbria,13965,NY683204,54.57814,-2.49170,1,,,timber,,,6.A,6.1,,0
162,Appleby,S Bartholomew,Lincolnshire,10816,SE953150,53.62333,-0.56049,1,1883,,oak,Mears & Stainbank,,6.A;6.D,6.X,,0
163,Appleby Magna,S Michael & All Angels,Leicestershire,16424,SK314098,52.68545,-1.53555,1,1911,,cast iron,E C Kemp,,,,,0
165,Appledore,S Mary,Devon,14776,SS463306,51.05459,-4.19324,2,1911,,cast iron,John Warner & Sons,,8.3.A.e,,,0
164,Appledore,S Mary,Devon,14776,SS463306,51.05459,-4.19324,1,1911,,cast iron,John Warner & Sons,,8.3.A.e,,,0
166,Appledore,S Peter & S Paul,Kent,13579,TQ957292,51.02958,0.79020,1,1900,,cast iron,John Warner & Sons,,,,,0
167,Appleford,S Peter & S Paul,Oxfordshire,15700,SU530937,51.63966,-1.23509,1,1886,,oak,John Warner & Sons,,,,,0
169,Appleton,S Laurence,Oxfordshire,12653,SP443015,51.71084,-1.35904,2,1977,,iroko,Whites of Appleton,,,,,0
